,AQI Level,Cabon_dioxide PPM,Health_Level,Visibility_Level
3722,400,1525,Hazardous,Extremely Poor Visibility
3723,265,1260,Very_Unhealthy,Very Poor Visibility
3724,330,1525,Hazardous,Extremely Poor Visibility
3725,486,1510,Hazardous,Extremely Poor Visibility
3726,83,488,Moderate,Slightly Hazy
3727,125,695,Moderate_Bad,Hazy
3728,58,562,Moderate,Slightly Hazy
3729,419,1615,Hazardous,Extremely Poor Visibility
3730,247,1349,Very_Unhealthy,Very Poor Visibility
3731,196,950,Unhealthy,Poor Visibility
3732,112,604,Moderate_Bad,Hazy
3733,298,1127,Very_Unhealthy,Very Poor Visibility
3734,222,1197,Very_Unhealthy,Very Poor Visibility
3735,446,1687,Hazardous,Extremely Poor Visibility
3736,77,567,Moderate,Slightly Hazy
3737,41,393,Good,Clear
3738,54,553,Moderate,Slightly Hazy
3739,98,541,Moderate,Slightly Hazy
3740,495,1689,Hazardous,Extremely Poor Visibility
3741,380,1539,Hazardous,Extremely Poor Visibility
3742,124,652,Moderate_Bad,Hazy
3743,120,739,Moderate_Bad,Hazy
3744,172,920,Unhealthy,Poor Visibility
3745,447,1508,Hazardous,Extremely Poor Visibility
3746,341,1539,Hazardous,Extremely Poor Visibility
3747,495,1697,Hazardous,Extremely Poor Visibility
3748,256,1267,Very_Unhealthy,Very Poor Visibility
3749,280,1127,Very_Unhealthy,Very Poor Visibility
3750,40,356,Good,Clear
3751,470,1606,Hazardous,Extremely Poor Visibility
3752,73,518,Moderate,Slightly Hazy
3753,267,1462,Very_Unhealthy,Very Poor Visibility
3754,100,584,Moderate,Slightly Hazy
3755,284,1454,Very_Unhealthy,Very Poor Visibility
3756,94,462,Moderate,Slightly Hazy
3757,458,1664,Hazardous,Extremely Poor Visibility
3758,249,1244,Very_Unhealthy,Very Poor Visibility
3759,385,1613,Hazardous,Extremely Poor Visibility
3760,211,1001,Very_Unhealthy,Very Poor Visibility
3761,347,1513,Hazardous,Extremely Poor Visibility
3762,206,1262,Very_Unhealthy,Very Poor Visibility
3763,366,1647,Hazardous,Extremely Poor Visibility
3764,460,1684,Hazardous,Extremely Poor Visibility
3765,355,1573,Hazardous,Extremely Poor Visibility
3766,259,1149,Very_Unhealthy,Very Poor Visibility
3767,64,544,Moderate,Slightly Hazy
3768,485,1518,Hazardous,Extremely Poor Visibility
3769,88,535,Moderate,Slightly Hazy
3770,116,705,Moderate_Bad,Hazy
3771,96,456,Moderate,Slightly Hazy
3772,253,1432,Very_Unhealthy,Very Poor Visibility
3773,234,1358,Very_Unhealthy,Very Poor Visibility
3774,274,1137,Very_Unhealthy,Very Poor Visibility
3775,61,496,Moderate,Slightly Hazy
3776,349,1575,Hazardous,Extremely Poor Visibility
3777,178,847,Unhealthy,Poor Visibility
3778,35,441,Good,Clear
3779,235,1300,Very_Unhealthy,Very Poor Visibility
3780,160,993,Unhealthy,Poor Visibility
3781,151,961,Unhealthy,Poor Visibility
3782,215,1466,Very_Unhealthy,Very Poor Visibility
3783,314,1670,Hazardous,Extremely Poor Visibility
3784,190,856,Unhealthy,Poor Visibility
3785,224,1292,Very_Unhealthy,Very Poor Visibility
3786,316,1646,Hazardous,Extremely Poor Visibility
3787,483,1665,Hazardous,Extremely Poor Visibility
3788,496,1519,Hazardous,Extremely Poor Visibility
3789,378,1694,Hazardous,Extremely Poor Visibility
3790,146,629,Moderate_Bad,Hazy
3791,72,524,Moderate,Slightly Hazy
3792,370,1562,Hazardous,Extremely Poor Visibility
3793,88,510,Moderate,Slightly Hazy
3794,352,1662,Hazardous,Extremely Poor Visibility
3795,164,873,Unhealthy,Poor Visibility
3796,434,1634,Hazardous,Extremely Poor Visibility
3797,232,1137,Very_Unhealthy,Very Poor Visibility
3798,63,600,Moderate,Slightly Hazy
3799,449,1612,Hazardous,Extremely Poor Visibility
3800,132,775,Moderate_Bad,Hazy
3801,144,756,Moderate_Bad,Hazy
3802,256,1258,Very_Unhealthy,Very Poor Visibility
3803,466,1674,Hazardous,Extremely Poor Visibility
3804,401,1520,Hazardous,Extremely Poor Visibility
3805,218,1446,Very_Unhealthy,Very Poor Visibility
3806,476,1640,Hazardous,Extremely Poor Visibility
3807,182,964,Unhealthy,Poor Visibility
3808,227,1249,Very_Unhealthy,Very Poor Visibility
3809,224,1283,Very_Unhealthy,Very Poor Visibility
3810,418,1594,Hazardous,Extremely Poor Visibility
3811,164,928,Unhealthy,Poor Visibility
3812,208,1396,Very_Unhealthy,Very Poor Visibility
3813,263,1423,Very_Unhealthy,Very Poor Visibility
3814,454,1600,Hazardous,Extremely Poor Visibility
3815,97,581,Moderate,Slightly Hazy
3816,196,977,Unhealthy,Poor Visibility
3817,361,1595,Hazardous,Extremely Poor Visibility
3818,248,1347,Very_Unhealthy,Very Poor Visibility
3819,476,1687,Hazardous,Extremely Poor Visibility
3820,100,600,Moderate,Slightly Hazy
3821,384,1516,Hazardous,Extremely Poor Visibility
3822,116,634,Moderate_Bad,Hazy
3823,314,1581,Hazardous,Extremely Poor Visibility
3824,23,423,Good,Clear
3825,257,1205,Very_Unhealthy,Very Poor Visibility
3826,197,879,Unhealthy,Poor Visibility
3827,349,1571,Hazardous,Extremely Poor Visibility
3828,171,852,Unhealthy,Poor Visibility
3829,220,1431,Very_Unhealthy,Very Poor Visibility
3830,50,411,Good,Clear
3831,33,409,Good,Clear
3832,150,618,Moderate_Bad,Hazy
3833,473,1686,Hazardous,Extremely Poor Visibility
3834,492,1550,Hazardous,Extremely Poor Visibility
3835,265,1410,Very_Unhealthy,Very Poor Visibility
3836,457,1638,Hazardous,Extremely Poor Visibility
3837,259,1035,Very_Unhealthy,Very Poor Visibility
3838,274,1234,Very_Unhealthy,Very Poor Visibility
3839,177,833,Unhealthy,Poor Visibility
3840,112,728,Moderate_Bad,Hazy
3841,54,557,Moderate,Slightly Hazy
3842,413,1596,Hazardous,Extremely Poor Visibility
3843,289,1431,Very_Unhealthy,Very Poor Visibility
3844,453,1531,Hazardous,Extremely Poor Visibility
3845,123,783,Moderate_Bad,Hazy
3846,286,1011,Very_Unhealthy,Very Poor Visibility
3847,89,582,Moderate,Slightly Hazy
3848,63,451,Moderate,Slightly Hazy
3849,39,393,Good,Clear
3850,345,1574,Hazardous,Extremely Poor Visibility
3851,165,964,Unhealthy,Poor Visibility
3852,333,1649,Hazardous,Extremely Poor Visibility
3853,382,1511,Hazardous,Extremely Poor Visibility
3854,39,394,Good,Clear
3855,457,1597,Hazardous,Extremely Poor Visibility
3856,159,994,Unhealthy,Poor Visibility
3857,329,1696,Hazardous,Extremely Poor Visibility
3858,495,1557,Hazardous,Extremely Poor Visibility
3859,51,493,Moderate,Slightly Hazy
3860,246,1087,Very_Unhealthy,Very Poor Visibility
3861,12,405,Good,Clear
3862,74,590,Moderate,Slightly Hazy
3863,268,1031,Very_Unhealthy,Very Poor Visibility
3864,417,1539,Hazardous,Extremely Poor Visibility
3865,30,389,Good,Clear
3866,347,1626,Hazardous,Extremely Poor Visibility
3867,381,1548,Hazardous,Extremely Poor Visibility
3868,140,640,Moderate_Bad,Hazy
3869,319,1655,Hazardous,Extremely Poor Visibility
3870,142,622,Moderate_Bad,Hazy
3871,169,887,Unhealthy,Poor Visibility
3872,466,1515,Hazardous,Extremely Poor Visibility
3873,302,1650,Hazardous,Extremely Poor Visibility
3874,402,1688,Hazardous,Extremely Poor Visibility
3875,223,1410,Very_Unhealthy,Very Poor Visibility
3876,93,550,Moderate,Slightly Hazy
3877,261,1169,Very_Unhealthy,Very Poor Visibility
3878,210,1241,Very_Unhealthy,Very Poor Visibility
3879,100,470,Moderate,Slightly Hazy
3880,351,1592,Hazardous,Extremely Poor Visibility
3881,408,1594,Hazardous,Extremely Poor Visibility
3882,155,947,Unhealthy,Poor Visibility
3883,421,1656,Hazardous,Extremely Poor Visibility
3884,404,1502,Hazardous,Extremely Poor Visibility
3885,158,868,Unhealthy,Poor Visibility
3886,21,379,Good,Clear
3887,468,1606,Hazardous,Extremely Poor Visibility
3888,187,919,Unhealthy,Poor Visibility
3889,259,1262,Very_Unhealthy,Very Poor Visibility
3890,318,1639,Hazardous,Extremely Poor Visibility
3891,449,1695,Hazardous,Extremely Poor Visibility
3892,399,1676,Hazardous,Extremely Poor Visibility
3893,459,1657,Hazardous,Extremely Poor Visibility
3894,62,596,Moderate,Slightly Hazy
3895,410,1653,Hazardous,Extremely Poor Visibility
3896,327,1646,Hazardous,Extremely Poor Visibility
3897,49,369,Good,Clear
3898,392,1606,Hazardous,Extremely Poor Visibility
3899,33,450,Good,Clear
3900,295,1393,Very_Unhealthy,Very Poor Visibility
3901,229,1147,Very_Unhealthy,Very Poor Visibility
3902,225,1003,Very_Unhealthy,Very Poor Visibility
3903,139,784,Moderate_Bad,Hazy
3904,70,555,Moderate,Slightly Hazy
3905,87,463,Moderate,Slightly Hazy
3906,327,1560,Hazardous,Extremely Poor Visibility
3907,490,1696,Hazardous,Extremely Poor Visibility
3908,21,410,Good,Clear
3909,300,1103,Very_Unhealthy,Very Poor Visibility
3910,391,1687,Hazardous,Extremely Poor Visibility
3911,360,1574,Hazardous,Extremely Poor Visibility
3912,73,522,Moderate,Slightly Hazy
3913,132,773,Moderate_Bad,Hazy
3914,32,365,Good,Clear
3915,319,1513,Hazardous,Extremely Poor Visibility
3916,328,1617,Hazardous,Extremely Poor Visibility
3917,474,1644,Hazardous,Extremely Poor Visibility
3918,259,1005,Very_Unhealthy,Very Poor Visibility
3919,436,1647,Hazardous,Extremely Poor Visibility
3920,333,1659,Hazardous,Extremely Poor Visibility
3921,303,1523,Hazardous,Extremely Poor Visibility
3922,475,1585,Hazardous,Extremely Poor Visibility
3923,443,1595,Hazardous,Extremely Poor Visibility
3924,340,1625,Hazardous,Extremely Poor Visibility
3925,412,1529,Hazardous,Extremely Poor Visibility
3926,423,1680,Hazardous,Extremely Poor Visibility
3927,340,1553,Hazardous,Extremely Poor Visibility
3928,107,721,Moderate_Bad,Hazy
3929,40,422,Good,Clear
3930,415,1507,Hazardous,Extremely Poor Visibility
3931,73,537,Moderate,Slightly Hazy
3932,345,1627,Hazardous,Extremely Poor Visibility
3933,94,524,Moderate,Slightly Hazy
3934,489,1689,Hazardous,Extremely Poor Visibility
3935,486,1523,Hazardous,Extremely Poor Visibility
3936,498,1582,Hazardous,Extremely Poor Visibility
3937,171,908,Unhealthy,Poor Visibility
3938,162,922,Unhealthy,Poor Visibility
3939,336,1583,Hazardous,Extremely Poor Visibility
3940,99,518,Moderate,Slightly Hazy
3941,400,1693,Hazardous,Extremely Poor Visibility
3942,398,1537,Hazardous,Extremely Poor Visibility
3943,90,536,Moderate,Slightly Hazy
3944,12,425,Good,Clear
3945,486,1535,Hazardous,Extremely Poor Visibility
3946,200,1632,Hazardous,Extremely Poor Visibility
3947,237,1396,Very_Unhealthy,Very Poor Visibility
3948,341,1574,Hazardous,Extremely Poor Visibility
3949,212,1016,Very_Unhealthy,Very Poor Visibility
3950,478,1562,Hazardous,Extremely Poor Visibility
3951,326,1672,Hazardous,Extremely Poor Visibility
3952,203,1006,Very_Unhealthy,Very Poor Visibility
3953,301,1669,Hazardous,Extremely Poor Visibility
3954,473,1602,Hazardous,Extremely Poor Visibility
3955,31,377,Good,Clear
3956,268,1415,Very_Unhealthy,Very Poor Visibility
3957,312,1699,Hazardous,Extremely Poor Visibility
3958,41,414,Good,Clear
3959,405,1547,Hazardous,Extremely Poor Visibility
3960,100,550,Moderate,Slightly Hazy
3961,476,1583,Hazardous,Extremely Poor Visibility
3962,460,1680,Hazardous,Extremely Poor Visibility
3963,199,989,Unhealthy,Poor Visibility
3964,287,1377,Very_Unhealthy,Very Poor Visibility
3965,319,1591,Hazardous,Extremely Poor Visibility
3966,114,668,Moderate_Bad,Hazy
3967,423,1622,Hazardous,Extremely Poor Visibility
3968,437,1698,Hazardous,Extremely Poor Visibility
3969,389,1626,Hazardous,Extremely Poor Visibility
3970,466,1575,Hazardous,Extremely Poor Visibility
3971,195,824,Unhealthy,Poor Visibility
3972,277,1376,Very_Unhealthy,Very Poor Visibility
3973,259,1010,Very_Unhealthy,Very Poor Visibility
3974,339,1584,Hazardous,Extremely Poor Visibility
3975,294,1347,Very_Unhealthy,Very Poor Visibility
3976,68,544,Moderate,Slightly Hazy
3977,53,535,Moderate,Slightly Hazy
3978,384,1556,Hazardous,Extremely Poor Visibility
3979,162,919,Unhealthy,Poor Visibility
3980,245,1059,Very_Unhealthy,Very Poor Visibility
3981,55,509,Moderate,Slightly Hazy
3982,93,595,Moderate,Slightly Hazy
3983,74,459,Moderate,Slightly Hazy
3984,67,535,Moderate,Slightly Hazy
3985,115,748,Moderate_Bad,Hazy
3986,43,448,Good,Clear
3987,395,1671,Hazardous,Extremely Poor Visibility
3988,495,1575,Hazardous,Extremely Poor Visibility
3989,432,1548,Hazardous,Extremely Poor Visibility
3990,63,505,Moderate,Slightly Hazy
3991,312,1509,Hazardous,Extremely Poor Visibility
3992,190,846,Unhealthy,Poor Visibility
3993,209,1122,Very_Unhealthy,Very Poor Visibility
3994,24,358,Good,Clear
3995,363,1568,Hazardous,Extremely Poor Visibility
3996,346,1583,Hazardous,Extremely Poor Visibility
3997,404,1555,Hazardous,Extremely Poor Visibility
3998,434,1622,Hazardous,Extremely Poor Visibility
3999,419,1582,Hazardous,Extremely Poor Visibility
4000,67,546,Moderate,Slightly Hazy
4001,130,755,Moderate_Bad,Hazy
4002,27,414,Good,Clear
4003,90,595,Moderate,Slightly Hazy
4004,165,914,Unhealthy,Poor Visibility
4005,437,1643,Hazardous,Extremely Poor Visibility
4006,192,853,Unhealthy,Poor Visibility
4007,447,1686,Hazardous,Extremely Poor Visibility
4008,473,1700,Hazardous,Extremely Poor Visibility
4009,491,1648,Hazardous,Extremely Poor Visibility
4010,497,1685,Hazardous,Extremely Poor Visibility
4011,225,1373,Very_Unhealthy,Very Poor Visibility
4012,364,1655,Hazardous,Extremely Poor Visibility
4013,315,1564,Hazardous,Extremely Poor Visibility
4014,166,921,Unhealthy,Poor Visibility
4015,203,1301,Very_Unhealthy,Very Poor Visibility
4016,214,1101,Very_Unhealthy,Very Poor Visibility
4017,236,1405,Very_Unhealthy,Very Poor Visibility
4018,106,620,Moderate_Bad,Hazy
4019,46,444,Good,Clear
4020,216,1074,Very_Unhealthy,Very Poor Visibility
4021,52,502,Moderate,Slightly Hazy
4022,239,1462,Very_Unhealthy,Very Poor Visibility
4023,114,628,Moderate_Bad,Hazy
4024,499,1567,Hazardous,Extremely Poor Visibility
4025,36,395,Good,Clear
4026,483,1581,Hazardous,Extremely Poor Visibility
4027,18,353,Good,Clear
4028,303,1603,Hazardous,Extremely Poor Visibility
4029,393,1591,Hazardous,Extremely Poor Visibility
4030,214,1137,Very_Unhealthy,Very Poor Visibility
4031,444,1693,Hazardous,Extremely Poor Visibility
4032,286,1107,Very_Unhealthy,Very Poor Visibility
4033,367,1509,Hazardous,Extremely Poor Visibility
4034,323,1606,Hazardous,Extremely Poor Visibility
4035,337,1594,Hazardous,Extremely Poor Visibility
4036,374,1642,Hazardous,Extremely Poor Visibility
4037,90,490,Moderate,Slightly Hazy
4038,423,1654,Hazardous,Extremely Poor Visibility
4039,315,1540,Hazardous,Extremely Poor Visibility
4040,12,401,Good,Clear
4041,312,1640,Hazardous,Extremely Poor Visibility
4042,44,432,Good,Clear
4043,491,1516,Hazardous,Extremely Poor Visibility
4044,136,719,Moderate_Bad,Hazy
4045,156,824,Unhealthy,Poor Visibility
4046,117,652,Moderate_Bad,Hazy
4047,270,1375,Very_Unhealthy,Very Poor Visibility
4048,487,1612,Hazardous,Extremely Poor Visibility
4049,297,1268,Very_Unhealthy,Very Poor Visibility
4050,31,443,Good,Clear
4051,490,1590,Hazardous,Extremely Poor Visibility
4052,389,1636,Hazardous,Extremely Poor Visibility
4053,312,1577,Hazardous,Extremely Poor Visibility
4054,264,1350,Very_Unhealthy,Very Poor Visibility
4055,212,1164,Very_Unhealthy,Very Poor Visibility
4056,69,503,Moderate,Slightly Hazy
4057,89,544,Moderate,Slightly Hazy
4058,195,985,Unhealthy,Poor Visibility
4059,297,1235,Very_Unhealthy,Very Poor Visibility
4060,500,1587,Hazardous,Extremely Poor Visibility
4061,464,1612,Hazardous,Extremely Poor Visibility
4062,492,1537,Hazardous,Extremely Poor Visibility
4063,265,1022,Very_Unhealthy,Very Poor Visibility
4064,232,1311,Very_Unhealthy,Very Poor Visibility
4065,107,641,Moderate_Bad,Hazy
4066,267,1418,Very_Unhealthy,Very Poor Visibility
4067,170,958,Unhealthy,Poor Visibility
4068,401,1622,Hazardous,Extremely Poor Visibility
4069,184,907,Unhealthy,Poor Visibility
4070,431,1582,Hazardous,Extremely Poor Visibility
4071,161,978,Unhealthy,Poor Visibility
4072,164,925,Unhealthy,Poor Visibility
4073,437,1650,Hazardous,Extremely Poor Visibility
4074,411,1684,Hazardous,Extremely Poor Visibility
4075,332,1680,Hazardous,Extremely Poor Visibility
4076,61,564,Moderate,Slightly Hazy
4077,390,1668,Hazardous,Extremely Poor Visibility
4078,109,673,Moderate_Bad,Hazy
4079,15,384,Good,Clear
4080,97,591,Moderate,Slightly Hazy
4081,299,1068,Very_Unhealthy,Very Poor Visibility
4082,154,961,Unhealthy,Poor Visibility
4083,8,404,Good,Clear
4084,283,1323,Very_Unhealthy,Very Poor Visibility
4085,500,1538,Hazardous,Extremely Poor Visibility
4086,332,1554,Hazardous,Extremely Poor Visibility
4087,174,991,Unhealthy,Poor Visibility
4088,413,1531,Hazardous,Extremely Poor Visibility
4089,200,1688,Hazardous,Extremely Poor Visibility
4090,373,1602,Hazardous,Extremely Poor Visibility
4091,153,973,Unhealthy,Poor Visibility
4092,327,1694,Hazardous,Extremely Poor Visibility
4093,472,1610,Hazardous,Extremely Poor Visibility
4094,294,1025,Very_Unhealthy,Very Poor Visibility
4095,189,810,Unhealthy,Poor Visibility
4096,157,862,Unhealthy,Poor Visibility
4097,347,1682,Hazardous,Extremely Poor Visibility
4098,59,570,Moderate,Slightly Hazy
4099,403,1694,Hazardous,Extremely Poor Visibility
4100,440,1669,Hazardous,Extremely Poor Visibility
4101,348,1639,Hazardous,Extremely Poor Visibility
4102,317,1586,Hazardous,Extremely Poor Visibility
4103,95,455,Moderate,Slightly Hazy
4104,291,1396,Very_Unhealthy,Very Poor Visibility
4105,319,1505,Hazardous,Extremely Poor Visibility
4106,25,401,Good,Clear
4107,469,1676,Hazardous,Extremely Poor Visibility
4108,496,1599,Hazardous,Extremely Poor Visibility
4109,258,1139,Very_Unhealthy,Very Poor Visibility
4110,42,440,Good,Clear
4111,470,1633,Hazardous,Extremely Poor Visibility
4112,54,503,Moderate,Slightly Hazy
4113,122,704,Moderate_Bad,Hazy
4114,132,668,Moderate_Bad,Hazy
4115,120,629,Moderate_Bad,Hazy
4116,397,1572,Hazardous,Extremely Poor Visibility
4117,83,517,Moderate,Slightly Hazy
4118,218,1407,Very_Unhealthy,Very Poor Visibility
4119,332,1551,Hazardous,Extremely Poor Visibility
4120,460,1520,Hazardous,Extremely Poor Visibility
4121,415,1662,Hazardous,Extremely Poor Visibility
4122,71,546,Moderate,Slightly Hazy
4123,36,415,Good,Clear
4124,117,676,Moderate_Bad,Hazy
4125,152,920,Unhealthy,Poor Visibility
4126,370,1582,Hazardous,Extremely Poor Visibility
4127,427,1580,Hazardous,Extremely Poor Visibility
4128,480,1689,Hazardous,Extremely Poor Visibility
4129,1,407,Good,Clear
4130,90,466,Moderate,Slightly Hazy
4131,105,619,Moderate_Bad,Hazy
4132,258,1455,Very_Unhealthy,Very Poor Visibility
4133,111,701,Moderate_Bad,Hazy
4134,45,354,Good,Clear
4135,257,1377,Very_Unhealthy,Very Poor Visibility
4136,157,918,Unhealthy,Poor Visibility
4137,22,387,Good,Clear
4138,490,1672,Hazardous,Extremely Poor Visibility
4139,481,1618,Hazardous,Extremely Poor Visibility
4140,323,1502,Hazardous,Extremely Poor Visibility
4141,90,455,Moderate,Slightly Hazy
4142,201,1423,Very_Unhealthy,Very Poor Visibility
4143,128,602,Moderate_Bad,Hazy
4144,207,1120,Very_Unhealthy,Very Poor Visibility
4145,364,1673,Hazardous,Extremely Poor Visibility
4146,230,1257,Very_Unhealthy,Very Poor Visibility
4147,464,1672,Hazardous,Extremely Poor Visibility
4148,436,1567,Hazardous,Extremely Poor Visibility
4149,344,1673,Hazardous,Extremely Poor Visibility
4150,183,811,Unhealthy,Poor Visibility
4151,227,1304,Very_Unhealthy,Very Poor Visibility
4152,427,1592,Hazardous,Extremely Poor Visibility
4153,188,982,Unhealthy,Poor Visibility
4154,45,408,Good,Clear
4155,55,576,Moderate,Slightly Hazy
4156,376,1609,Hazardous,Extremely Poor Visibility
4157,442,1589,Hazardous,Extremely Poor Visibility
4158,348,1588,Hazardous,Extremely Poor Visibility
4159,182,944,Unhealthy,Poor Visibility
4160,276,1450,Very_Unhealthy,Very Poor Visibility
4161,132,763,Moderate_Bad,Hazy
4162,369,1639,Hazardous,Extremely Poor Visibility
4163,348,1690,Hazardous,Extremely Poor Visibility
4164,349,1629,Hazardous,Extremely Poor Visibility
4165,412,1591,Hazardous,Extremely Poor Visibility
4166,203,1124,Very_Unhealthy,Very Poor Visibility
4167,187,876,Unhealthy,Poor Visibility
4168,287,1003,Very_Unhealthy,Very Poor Visibility
4169,324,1679,Hazardous,Extremely Poor Visibility
4170,262,1252,Very_Unhealthy,Very Poor Visibility
4171,359,1690,Hazardous,Extremely Poor Visibility
4172,417,1634,Hazardous,Extremely Poor Visibility
4173,204,1038,Very_Unhealthy,Very Poor Visibility
4174,140,635,Moderate_Bad,Hazy
4175,420,1561,Hazardous,Extremely Poor Visibility
4176,13,403,Good,Clear
4177,307,1534,Hazardous,Extremely Poor Visibility
4178,373,1590,Hazardous,Extremely Poor Visibility
4179,413,1514,Hazardous,Extremely Poor Visibility
4180,120,717,Moderate_Bad,Hazy
4181,153,805,Unhealthy,Poor Visibility
4182,174,927,Unhealthy,Poor Visibility
4183,326,1640,Hazardous,Extremely Poor Visibility
4184,67,453,Moderate,Slightly Hazy
4185,0,376,Good,Clear
4186,43,445,Good,Clear
4187,303,1664,Hazardous,Extremely Poor Visibility
4188,436,1680,Hazardous,Extremely Poor Visibility
4189,452,1603,Hazardous,Extremely Poor Visibility
4190,454,1547,Hazardous,Extremely Poor Visibility
4191,350,1543,Hazardous,Extremely Poor Visibility
4192,40,428,Good,Clear
4193,108,638,Moderate_Bad,Hazy
4194,331,1505,Hazardous,Extremely Poor Visibility
4195,256,1485,Very_Unhealthy,Very Poor Visibility
4196,460,1626,Hazardous,Extremely Poor Visibility
4197,476,1634,Hazardous,Extremely Poor Visibility
4198,78,482,Moderate,Slightly Hazy
4199,141,790,Moderate_Bad,Hazy
4200,339,1508,Hazardous,Extremely Poor Visibility
4201,56,471,Moderate,Slightly Hazy
4202,136,763,Moderate_Bad,Hazy
4203,445,1692,Hazardous,Extremely Poor Visibility
4204,333,1520,Hazardous,Extremely Poor Visibility
4205,320,1542,Hazardous,Extremely Poor Visibility
4206,206,1155,Very_Unhealthy,Very Poor Visibility
4207,302,1554,Hazardous,Extremely Poor Visibility
4208,340,1644,Hazardous,Extremely Poor Visibility
4209,59,538,Moderate,Slightly Hazy
4210,288,1193,Very_Unhealthy,Very Poor Visibility
4211,380,1571,Hazardous,Extremely Poor Visibility
4212,201,1147,Very_Unhealthy,Very Poor Visibility
4213,36,425,Good,Clear
4214,213,1143,Very_Unhealthy,Very Poor Visibility
4215,167,942,Unhealthy,Poor Visibility
4216,256,1197,Very_Unhealthy,Very Poor Visibility
4217,10,368,Good,Clear
4218,310,1659,Hazardous,Extremely Poor Visibility
4219,394,1529,Hazardous,Extremely Poor Visibility
4220,448,1544,Hazardous,Extremely Poor Visibility
4221,207,1238,Very_Unhealthy,Very Poor Visibility
4222,437,1528,Hazardous,Extremely Poor Visibility
4223,245,1004,Very_Unhealthy,Very Poor Visibility
4224,405,1574,Hazardous,Extremely Poor Visibility
4225,121,730,Moderate_Bad,Hazy
4226,497,1656,Hazardous,Extremely Poor Visibility
4227,230,1354,Very_Unhealthy,Very Poor Visibility
4228,374,1674,Hazardous,Extremely Poor Visibility
4229,38,401,Good,Clear
4230,2,358,Good,Clear
4231,202,1299,Very_Unhealthy,Very Poor Visibility
4232,13,403,Good,Clear
4233,63,533,Moderate,Slightly Hazy
4234,410,1578,Hazardous,Extremely Poor Visibility
4235,414,1663,Hazardous,Extremely Poor Visibility
4236,283,1229,Very_Unhealthy,Very Poor Visibility
4237,455,1650,Hazardous,Extremely Poor Visibility
4238,59,547,Moderate,Slightly Hazy
4239,320,1535,Hazardous,Extremely Poor Visibility
4240,139,794,Moderate_Bad,Hazy
4241,194,979,Unhealthy,Poor Visibility
4242,124,653,Moderate_Bad,Hazy
4243,118,645,Moderate_Bad,Hazy
4244,464,1700,Hazardous,Extremely Poor Visibility
4245,437,1624,Hazardous,Extremely Poor Visibility
4246,126,672,Moderate_Bad,Hazy
4247,102,662,Moderate_Bad,Hazy
4248,317,1525,Hazardous,Extremely Poor Visibility
4249,373,1653,Hazardous,Extremely Poor Visibility
4250,228,1073,Very_Unhealthy,Very Poor Visibility
4251,289,1237,Very_Unhealthy,Very Poor Visibility
4252,199,912,Unhealthy,Poor Visibility
4253,103,629,Moderate_Bad,Hazy
4254,30,424,Good,Clear
4255,437,1647,Hazardous,Extremely Poor Visibility
4256,194,864,Unhealthy,Poor Visibility
4257,142,645,Moderate_Bad,Hazy
4258,35,382,Good,Clear
4259,74,504,Moderate,Slightly Hazy
4260,326,1609,Hazardous,Extremely Poor Visibility
4261,155,907,Unhealthy,Poor Visibility
4262,99,484,Moderate,Slightly Hazy
4263,402,1692,Hazardous,Extremely Poor Visibility
4264,317,1561,Hazardous,Extremely Poor Visibility
4265,229,1453,Very_Unhealthy,Very Poor Visibility
4266,301,1649,Hazardous,Extremely Poor Visibility
4267,133,735,Moderate_Bad,Hazy
4268,33,379,Good,Clear
4269,456,1524,Hazardous,Extremely Poor Visibility
4270,300,1084,Very_Unhealthy,Very Poor Visibility
4271,382,1691,Hazardous,Extremely Poor Visibility
4272,265,1359,Very_Unhealthy,Very Poor Visibility
4273,232,1306,Very_Unhealthy,Very Poor Visibility
4274,304,1586,Hazardous,Extremely Poor Visibility
4275,438,1692,Hazardous,Extremely Poor Visibility
4276,279,1480,Very_Unhealthy,Very Poor Visibility
4277,371,1687,Hazardous,Extremely Poor Visibility
4278,99,516,Moderate,Slightly Hazy
4279,142,715,Moderate_Bad,Hazy
4280,329,1654,Hazardous,Extremely Poor Visibility
4281,355,1686,Hazardous,Extremely Poor Visibility
4282,317,1674,Hazardous,Extremely Poor Visibility
4283,458,1599,Hazardous,Extremely Poor Visibility
4284,460,1586,Hazardous,Extremely Poor Visibility
4285,104,746,Moderate_Bad,Hazy
4286,168,960,Unhealthy,Poor Visibility
4287,147,638,Moderate_Bad,Hazy
4288,223,1001,Very_Unhealthy,Very Poor Visibility
4289,130,665,Moderate_Bad,Hazy
4290,347,1582,Hazardous,Extremely Poor Visibility
4291,499,1700,Hazardous,Extremely Poor Visibility
4292,344,1614,Hazardous,Extremely Poor Visibility
4293,377,1507,Hazardous,Extremely Poor Visibility
4294,258,1459,Very_Unhealthy,Very Poor Visibility
4295,215,1463,Very_Unhealthy,Very Poor Visibility
4296,196,880,Unhealthy,Poor Visibility
4297,89,496,Moderate,Slightly Hazy
4298,465,1614,Hazardous,Extremely Poor Visibility
4299,455,1608,Hazardous,Extremely Poor Visibility
4300,166,918,Unhealthy,Poor Visibility
4301,217,1186,Very_Unhealthy,Very Poor Visibility
4302,251,1012,Very_Unhealthy,Very Poor Visibility
4303,57,563,Moderate,Slightly Hazy
